Name,Price,Set,Rarity,x1,x2,x3,x4
"Tamiyo, Collector of Tales",1.00,WAR,Rare,0.00,0.00%,0.00,0.00%
"Chandra, Fire Artisan",0.90,WAR,Rare,0.00,0.00%,+0.01,+1.00%
Emergence Zone,0.88,WAR,Uncommon,0.00,0.00%,+0.01,+1.00%
Command the Dreadhorde,0.86,WAR,Rare,+0.01,+1.00%,0.00,0.00%
Dreadhorde Butcher,0.85,WAR,Rare,-0.01,-1.00%,0.00,0.00%
The Elderspell,0.82,WAR,Rare,-0.04,-5.00%,+0.01,+1.00%
"Neheb, Dreadhorde Champion",0.80,WAR,Rare,+0.01,+1.00%,+0.01,+1.00%
Kaya's Ghostform,0.71,WAR,Common,+0.01,+1.00%,-0.02,-3.00%
Sarkhan the Masterless,0.70,WAR,Rare,0.00,0.00%,-0.01,-1.00%
Dreadhorde Invasion,0.68,WAR,Rare,0.00,0.00%,+0.03,+5.00%
Lazotep Plating,0.66,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Planewide Celebration,0.66,WAR,Rare,+0.01,+2.00%,+0.01,+2.00%
Bolt Bend,0.61,WAR,Uncommon,0.00,0.00%,+0.05,+9.00%
"Kiora, Behemoth Beckoner",0.59,WAR,Uncommon,0.00,0.00%,+0.01,+2.00%
Neoform,0.59,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Flux Channeler,0.58,WAR,Uncommon,-0.01,-2.00%,-0.01,-2.00%
Despark,0.52,WAR,Uncommon,0.00,0.00%,+0.01,+2.00%
Oath of Kaya,0.52,WAR,Rare,-0.01,-2.00%,+0.01,+2.00%
Single Combat,0.51,WAR,Rare,+0.01,+2.00%,+0.01,+2.00%
"Fblthp, the Lost",0.50,WAR,Rare,0.00,0.00%,0.00,0.00%
Firemind Vessel,0.50,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Massacre Girl,0.50,WAR,Rare,0.00,0.00%,0.00,0.00%
"Saheeli, Sublime Artificer",0.50,WAR,Uncommon,0.00,0.00%,0.00,0.00%
"Storrev, Devkarin Lich",0.50,WAR,Rare,0.00,0.00%,0.00,0.00%
The Wanderer,0.50,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Time Wipe,0.50,WAR,Rare,0.00,0.00%,0.00,0.00%
Enter the God-Eternals,0.49,WAR,Rare,0.00,0.00%,0.00,0.00%
Mobilized District,0.49,WAR,Rare,0.00,0.00%,0.00,0.00%
"Tolsimir, Friend to Wolves",0.49,WAR,Rare,0.00,0.00%,0.00,0.00%
"Tomik, Distinguished Advokist",0.49,WAR,Rare,0.00,0.00%,+0.02,+4.00%
Vivien's Arkbow,0.49,WAR,Rare,0.00,0.00%,0.00,0.00%
God-Pharaoh's Statue,0.46,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Solar Blaze,0.46,WAR,Rare,-0.01,-2.00%,-0.01,-2.00%
Ignite the Beacon,0.45,WAR,Rare,0.00,0.00%,0.00,0.00%
"Ob Nixilis, the Hate-Twisted",0.45,WAR,Uncommon,+0.01,+2.00%,+0.01,+2.00%
"Davriel, Rogue Shadowmage",0.44,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Ravnica at War,0.44,WAR,Rare,-0.01,-2.00%,0.00,0.00%
Role Reversal,0.44,WAR,Rare,-0.01,-2.00%,0.00,0.00%
Bioessence Hydra,0.40,WAR,Rare,0.00,0.00%,0.00,0.00%
Deathsprout,0.40,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Living Twister,0.40,WAR,Rare,0.00,0.00%,0.00,0.00%
Mizzium Tank,0.40,WAR,Rare,0.00,0.00%,+0.01,+3.00%
Paradise Druid,0.40,WAR,Uncommon,-0.01,-2.00%,-0.02,-5.00%
Silent Submersible,0.40,WAR,Rare,0.00,0.00%,0.00,0.00%
"Huatli, the Sun's Heart",0.39,WAR,Uncommon,0.00,0.00%,0.00,0.00%
"Jiang Yanggu, Wildcrafter",0.39,WAR,Uncommon,0.00,0.00%,+0.01,+3.00%
Soul Diviner,0.38,WAR,Rare,-0.01,-3.00%,-0.01,-3.00%
Commence the Endgame,0.37,WAR,Rare,-0.01,-3.00%,0.00,0.00%
Mana Geode,0.37,WAR,Common,-0.01,-3.00%,-0.01,-3.00%
Angrath's Rampage,0.36,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Deliver Unto Evil,0.36,WAR,Rare,-0.01,-3.00%,+0.01,+3.00%
Liliana's Triumph,0.36,WAR,Uncommon,-0.01,-3.00%,-0.01,-3.00%
"Arlinn, Voice of the Pack",0.35,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Awakening of Vitu-Ghazi,0.35,WAR,Rare,-0.01,-3.00%,-0.01,-3.00%
"Dovin, Hand of Control",0.35,WAR,Uncommon,0.00,0.00%,0.00,0.00%
"Jaya, Venerated Firemage",0.35,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Pledge of Unity,0.35,WAR,Uncommon,0.00,0.00%,0.00,0.00%
"Tibalt, Rakish Instigator",0.35,WAR,Uncommon,-0.01,-3.00%,-0.01,-3.00%
Vizier of the Scorpion,0.35,WAR,Uncommon,0.00,0.00%,-0.01,-3.00%
Widespread Brutality,0.35,WAR,Rare,0.00,0.00%,0.00,0.00%
"Teyo, the Shieldmage",0.34,WAR,Uncommon,0.00,0.00%,0.00,0.00%
"Vraska, Swarm's Eminence",0.33,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Arboreal Grazer,0.32,WAR,Common,0.00,0.00%,0.00,0.00%
"Samut, Tyrant Smasher",0.32,WAR,Uncommon,0.00,0.00%,-0.01,-3.00%
Tyrant's Scorn,0.32,WAR,Uncommon,0.00,0.00%,0.00,0.00%
"Angrath, Captain of Chaos",0.30,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Augur of Bolas,0.30,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Contentious Plan,0.30,WAR,Common,0.00,0.00%,0.00,0.00%
Elite Guardmage,0.30,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Grateful Apparition,0.30,WAR,Uncommon,0.00,0.00%,-0.01,-3.00%
"Kasmina, Enigmatic Mentor",0.30,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Merfolk Skydiver,0.30,WAR,Uncommon,0.00,0.00%,-0.01,-3.00%
"Nahiri, Storm of Stone",0.30,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Orzhov Guildgate,0.30,WAR,Common,0.00,0.00%,+0.03,+11.00%
Rally of Wings,0.30,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Tenth District Legionnaire,0.30,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Gleaming Overseer,0.29,WAR,Uncommon,0.00,0.00%,-0.01,-3.00%
"Kaya, Bane of the Dead",0.29,WAR,Uncommon,-0.01,-3.00%,-0.01,-3.00%
Ajani's Pridemate,0.28,WAR,Uncommon,0.00,0.00%,-0.01,-3.00%
Leyline Prowler,0.27,WAR,Uncommon,0.00,0.00%,-0.02,-7.00%
Teferi's Time Twist,0.26,WAR,Common,0.00,0.00%,0.00,0.00%
Banehound,0.25,WAR,Common,+0.01,+4.00%,0.00,0.00%
Bleeding Edge,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Discipline,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Flourishing,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Insight,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Passion,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Revival,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Burning Prophet,0.25,WAR,Common,0.00,0.00%,0.00,0.00%
Challenger Troll,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Chandra's Triumph,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Charmed Stray,0.25,WAR,Common,0.00,0.00%,0.00,0.00%
Courage in Crisis,0.25,WAR,Common,0.00,0.00%,0.00,0.00%
Domri's Ambush,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Dreadhorde Twins,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Dreadmalkin,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Eternal Skylord,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Eternal Taskmaster,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Gateway Plaza,0.25,WAR,Common,0.00,0.00%,0.00,0.00%
Gideon's Triumph,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Heartwarming Redemption,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Huatli's Raptor,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Interplanar Beacon,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Invade the City,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Jace's Triumph,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Lazotep Reaver,0.25,WAR,Common,0.00,0.00%,0.00,0.00%
"Mowu, Loyal Companion",0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Nissa's Triumph,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Price of Betrayal,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Prison Realm,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Ral's Outburst,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Rescuer Sphinx,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Return to Nature,0.25,WAR,Common,0.00,0.00%,0.00,0.00%
Rubblebelt Rioters,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Simic Guildgate,0.25,WAR,Common,0.00,0.00%,0.00,0.00%
Storm the Citadel,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Sunblade Angel,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Swamp256,0.25,WAR,Common,0.00,0.00%,0.00,0.00%
Ugin's Conjurant,0.25,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Cyclops Electromancer,0.24,WAR,Uncommon,0.00,0.00%,-0.01,-4.00%
Devouring Hellion,0.24,WAR,Uncommon,0.00,0.00%,-0.01,-4.00%
Samut's Sprint,0.24,WAR,Common,+0.01,+4.00%,0.00,0.00%
Tibalt's Rager,0.24,WAR,Uncommon,0.00,0.00%,-0.01,-4.00%
Giant Growth,0.23,WAR,Common,0.00,0.00%,0.00,0.00%
Heartfire,0.23,WAR,Common,0.00,0.00%,-0.01,-4.00%
Mountain259,0.23,WAR,Common,0.00,0.00%,-0.02,-8.00%
Defiant Strike,0.22,WAR,Common,0.00,0.00%,-0.01,-4.00%
Grim Initiate,0.22,WAR,Common,0.00,0.00%,-0.02,-8.00%
Kasmina's Transmutation,0.22,WAR,Common,-0.01,-4.00%,-0.01,-4.00%
Spark Harvest,0.22,WAR,Common,0.00,0.00%,-0.01,-4.00%
Swamp258,0.22,WAR,Common,0.00,0.00%,0.00,0.00%
Forest262,0.21,WAR,Common,0.00,0.00%,-0.03,-12.00%
Gideon's Sacrifice,0.21,WAR,Common,0.00,0.00%,-0.02,-9.00%
Guild Globe,0.21,WAR,Common,0.00,0.00%,0.00,0.00%
Pollenbright Druid,0.21,WAR,Common,0.00,0.00%,-0.02,-9.00%
Swamp257,0.21,WAR,Common,0.00,0.00%,0.00,0.00%
Vivien's Grizzly,0.21,WAR,Common,0.00,0.00%,-0.01,-5.00%
Aid the Fallen,0.20,WAR,Common,0.00,0.00%,-0.01,-5.00%
Aven Eternal,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Band Together,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Bloom Hulk,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Callous Dismissal,0.20,WAR,Common,0.00,0.00%,-0.01,-5.00%
Chandra's Pyrohelix,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Forest263,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Forest264,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Honor the God-Pharaoh,0.20,WAR,Common,+0.01,+5.00%,0.00,0.00%
Island254,0.20,WAR,Common,0.00,0.00%,-0.01,-5.00%
Island255,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Jaya's Greeting,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Kraul Stinger,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Mountain260,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Mountain261,0.20,WAR,Common,-0.01,-5.00%,-0.01,-5.00%
New Horizons,0.20,WAR,Common,0.00,0.00%,-0.02,-9.00%
No Escape,0.20,WAR,Common,+0.01,+5.00%,0.00,0.00%
Ob Nixilis's Cruelty,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Plains250,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Plains251,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Plains252,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Rising Populace,0.20,WAR,Common,+0.01,+5.00%,0.00,0.00%
Spellkeeper Weird,0.20,WAR,Common,+0.01,+5.00%,0.00,0.00%
Stealth Mission,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Tamiyo's Epiphany,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Tithebearer Giant,0.20,WAR,Common,+0.01,+5.00%,0.00,0.00%
Wall of Runes,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Wanderer's Strike,0.20,WAR,Common,0.00,0.00%,0.00,0.00%
Arlinn's Wolf,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Centaur Nurturer,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Crush Dissent,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Enforcer Griffin,0.19,WAR,Common,0.00,0.00%,0.00,0.00%
Erratic Visionary,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Goblin Assault Team,0.19,WAR,Common,0.00,0.00%,0.00,0.00%
Herald of the Dreadhorde,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Invading Manticore,0.19,WAR,Common,0.00,0.00%,0.00,0.00%
Iron Bully,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Island253,0.19,WAR,Common,-0.01,-5.00%,-0.01,-5.00%
Kiora's Dambreaker,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Kronch Wrangler,0.19,WAR,Common,0.00,0.00%,0.00,0.00%
Martyr for the Cause,0.19,WAR,Common,0.00,0.00%,0.00,0.00%
Relentless Advance,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Sorin's Thirst,0.19,WAR,Common,-0.01,-5.00%,-0.01,-5.00%
Spark Reaper,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Thunder Drake,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Toll of the Invasion,0.19,WAR,Common,0.00,0.00%,-0.01,-5.00%
Ahn-Crop Invader,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Ashiok's Skulker,0.18,WAR,Common,+0.01,+6.00%,0.00,0.00%
Battlefield Promotion,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Blindblast,0.18,WAR,Common,+0.01,+6.00%,-0.01,-5.00%
Charity Extractor,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Demolish,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Duskmantle Operative,0.18,WAR,Common,+0.01,+6.00%,0.00,0.00%
Forced Landing,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Law-Rune Enforcer,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Pouncing Lynx,0.18,WAR,Common,+0.01,+6.00%,0.00,0.00%
Sky Theater Strix,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Spellgorger Weird,0.18,WAR,Common,0.00,0.00%,-0.02,-10.00%
Steady Aim,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Topple the Statue,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Totally Lost,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Trusted Pegasus,0.18,WAR,Common,0.00,0.00%,-0.01,-5.00%
Turret Ogre,0.18,WAR,Common,+0.01,+6.00%,0.00,0.00%
Divine Arrow,0.17,WAR,Common,0.00,0.00%,-0.01,-6.00%
Goblin Assailant,0.17,WAR,Common,0.00,0.00%,-0.01,-6.00%
Nahiri's Stoneblades,0.17,WAR,Common,+0.01,+6.00%,-0.01,-6.00%
Prismite,0.17,WAR,Common,0.00,0.00%,-0.01,-6.00%
Raging Kronch,0.17,WAR,Common,0.00,0.00%,-0.01,-6.00%
Shriekdiver,0.17,WAR,Common,0.00,0.00%,-0.02,-11.00%
Snarespinner,0.17,WAR,Common,+0.01,+6.00%,-0.01,-6.00%
Thundering Ceratok,0.17,WAR,Common,0.00,0.00%,-0.01,-6.00%
Unlikely Aid,0.17,WAR,Common,+0.01,+6.00%,-0.01,-6.00%
War Screecher,0.17,WAR,Common,0.00,0.00%,-0.01,-5.00%
Bulwark Giant,0.16,WAR,Common,0.00,0.00%,-0.02,-11.00%
Chainwhip Cyclops,0.16,WAR,Common,0.00,0.00%,-0.02,-11.00%
Ironclad Krovod,0.16,WAR,Common,0.00,0.00%,-0.02,-11.00%
Lazotep Behemoth,0.16,WAR,Common,-0.01,-6.00%,-0.02,-11.00%
Primordial Wurm,0.16,WAR,Common,0.00,0.00%,-0.02,-11.00%
Saheeli's Silverwing,0.16,WAR,Common,0.00,0.00%,-0.01,-6.00%
Vampire Opportunist,0.16,WAR,Common,0.00,0.00%,-0.02,-11.00%
Vraska's Finisher,0.16,WAR,Common,0.00,0.00%,-0.02,-11.00%
Wardscale Crocodile,0.16,WAR,Common,0.00,0.00%,-0.01,-6.00%
Davriel's Shadowfugue,0.15,WAR,Common,0.00,0.00%,-0.02,-11.00%
Loxodon Sergeant,0.15,WAR,Common,0.00,0.00%,-0.02,-12.00%
Makeshift Battalion,0.15,WAR,Common,0.00,0.00%,0.00,0.00%
Naga Eternal,0.15,WAR,Common,0.00,0.00%,-0.02,-11.00%
Sarkhan's Catharsis,0.15,WAR,Common,0.00,0.00%,-0.02,-12.00%
Teyo's Lightshield,0.15,WAR,Common,0.00,0.00%,-0.02,-12.00%
"Karn, the Great Creator",42.68,WAR,Rare,-3.39,-7.00%,+2.62,+7.00%
"Teferi, Time Raveler",37.08,WAR,Rare,+0.02,0.00%,+1.30,+4.00%
Finale of Devastation,7.88,WAR,Mythic,0.00,0.00%,+2.61,+50.00%
Blast Zone,5.69,WAR,Rare,+0.11,+2.00%,-0.31,-5.00%
Niv-Mizzet Reborn,2.77,WAR,Mythic,0.00,0.00%,-0.13,-4.00%
Dreadhorde Arcanist,1.45,WAR,Rare,+0.03,+2.00%,-0.01,-1.00%
"Liliana, Dreadhorde General",1.16,WAR,Mythic,0.00,0.00%,+0.05,+5.00%
Simic Guildgate,0.92,WAR,Common,0.00,0.00%,0.00,0.00%
Orzhov Guildgate,0.88,WAR,Common,0.00,0.00%,0.00,0.00%
"Tezzeret, Master of the Bridge",0.83,WAR,Mythic,-0.17,-17.00%,-0.13,-13.00%
"Nissa, Who Shakes the World",0.81,WAR,Rare,-0.10,-11.00%,+0.31,+62.00%
"Ilharg, the Raze-Boar",0.52,WAR,Mythic,0.00,0.00%,+0.04,+8.00%
"Nicol Bolas, Dragon-God",0.49,WAR,Mythic,-0.01,-2.00%,-0.01,-2.00%
Narset's Reversal,0.46,WAR,Rare,-0.02,-4.00%,+0.04,+9.00%
"Ugin, the Ineffable",0.46,WAR,Rare,+0.01,+2.00%,-0.06,-12.00%
"Jace, Wielder of Mysteries",0.42,WAR,Rare,-0.03,-7.00%,+0.10,+32.00%
Finale of Promise,0.40,WAR,Mythic,0.00,0.00%,+0.05,+14.00%
God-Eternal Oketra,0.34,WAR,Mythic,+0.01,+3.00%,-0.02,-5.00%
Spark Double,0.34,WAR,Rare,+0.02,+6.00%,+0.02,+6.00%
Parhelion II,0.33,WAR,Rare,-0.01,-3.00%,0.00,0.00%
God-Eternal Rhonas,0.32,WAR,Mythic,0.00,0.00%,+0.01,+3.00%
Gideon Blackblade,0.23,WAR,Mythic,-0.01,-4.00%,0.00,0.00%
Finale of Revelation,0.20,WAR,Mythic,0.00,0.00%,+0.01,+5.00%
God-Eternal Bontu,0.20,WAR,Mythic,0.00,0.00%,0.00,0.00%
"Sorin, Vengeful Bloodlord",0.17,WAR,Rare,0.00,0.00%,+0.01,+6.00%
"Ashiok, Dream Render",0.14,WAR,Uncommon,+0.01,+8.00%,-0.02,-13.00%
God-Eternal Kefnet,0.12,WAR,Mythic,0.00,0.00%,-0.03,-20.00%
"Vivien, Champion of the Wilds",0.10,WAR,Rare,0.00,0.00%,0.00,0.00%
Finale of Glory,0.09,WAR,Mythic,-0.01,-10.00%,0.00,0.00%
"Narset, Parter of Veils",0.09,WAR,Uncommon,0.00,0.00%,-0.14,-60.00%
Finale of Eternity,0.07,WAR,Mythic,+0.01,+17.00%,-0.02,-22.00%
"Roalesk, Apex Hybrid",0.07,WAR,Mythic,0.00,0.00%,+0.04,+133.00%
"Tamiyo, Collector of Tales",0.07,WAR,Rare,+0.04,+133.00%,+0.04,+143.00%
Bolas's Citadel,0.06,WAR,Rare,-0.03,-33.00%,+0.03,+100.00%
Dreadhorde Twins,0.05,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Kronch Wrangler,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Martyr for the Cause,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Naga Eternal,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Raging Kronch,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Ral's Outburst,0.05,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Relentless Advance,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Shriekdiver,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Snarespinner,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Tithebearer Giant,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Topple the Statue,0.05,WAR,Common,0.00,0.00%,0.00,0.00%
Ahn-Crop Invader,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Chandra's Pyrohelix,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Crush Dissent,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Cyclops Electromancer,0.04,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Dovin's Veto,0.04,WAR,Uncommon,0.00,0.00%,-0.02,-34.00%
Duskmantle Operative,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Enforcer Griffin,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Forced Landing,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Forest262,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Forest264,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Gideon's Sacrifice,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Invading Manticore,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Jace's Triumph,0.04,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Nahiri's Stoneblades,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
New Horizons,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
No Escape,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Plains252,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Price of Betrayal,0.04,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Primordial Wurm,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Rising Populace,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Spark Reaper,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Spellgorger Weird,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Spellkeeper Weird,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Steady Aim,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Storm the Citadel,0.04,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Tamiyo's Epiphany,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Thunder Drake,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Wardscale Crocodile,0.04,WAR,Common,0.00,0.00%,0.00,0.00%
Aid the Fallen,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Ajani's Pridemate,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Angrath's Rampage,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
"Angrath, Captain of Chaos",0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Arboreal Grazer,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Arlinn's Wolf,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
"Arlinn, Voice of the Pack",0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Ashiok's Skulker,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Augur of Bolas,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Aven Eternal,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Band Together,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Banehound,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Battlefield Promotion,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Blindblast,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Bloom Hulk,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Bolt Bend,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Discipline,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Flourishing,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Insight,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bond of Revival,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Bulwark Giant,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Burning Prophet,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Callous Dismissal,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Centaur Nurturer,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Challenger Troll,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Chandra's Triumph,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Charity Extractor,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Charmed Stray,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Contentious Plan,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Courage in Crisis,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Cruel Celebrant,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Davriel's Shadowfugue,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
"Davriel, Rogue Shadowmage",0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Deathsprout,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Defiant Strike,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Demolish,0.03,WAR,Common,0.00,0.00%,0.00,0.00%
Despark,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Devouring Hellion,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Domri's Ambush,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
"Domri, Anarch of Bolas",0.03,WAR,Rare,+0.01,+50.00%,0.00,0.00%
"Dovin, Hand of Control",0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
Dreadmalkin,0.03,WAR,Uncommon,0.00,0.00%,0.00,0.00%
